video_id,title,description,published_at,view_count,comment_count,duration_sec,brand,full_text,url
kDAtIQrkEBM,The 'Fall For Your Favorites' Meal ft. actors Jared Padalecki and Matt Czuchry,"Much like a warm bowl of soup, nostalgic TV marathons are a cherished hallmark of fall. In Panera’s new digital campaign, actors Jared Padalecki and Matt Czuchry reunite to highlight the personalities of Panera’s iconic soup lineup - each variety reflecting the traits of a different kind of “favorite.” Fireside Chili is the dependable classic, Autumn Squash Soup the sophisticated choice, and Black Bean Soup the brooding favorite making a long-awaited comeback after seven years. Together, these flavors anchor the Fall for Your Favorites Meal, proving that nothing pairs better with cozy traditions than the return of a true fan favorite.",2025-09-24T13:26:51Z,975053,20,66.0,Panera Bread,"The 'Fall For Your Favorites' Meal ft. actors Jared Padalecki and Matt Czuchry Much like a warm bowl of soup, nostalgic TV marathons are a cherished hallmark of fall. In Panera’s new digital campaign, actors Jared Padalecki and Matt Czuchry reunite to highlight the personalities of Panera’s iconic soup lineup - each variety reflecting the traits of a different kind of “favorite.” Fireside Chili is the dependable classic, Autumn Squash Soup the sophisticated choice, and Black Bean Soup the brooding favorite making a long-awaited comeback after seven years. Together, these flavors anchor the Fall for Your Favorites Meal, proving that nothing pairs better with cozy traditions than the return of a true fan favorite.",https://www.youtube.com/watch?v=kDAtIQrkEBM
EP4cF5IBuFM,The 'Fall For Your Favorites' Meal ft. actors Jared Padalecki and Matt Czuchry,"Much like a warm bowl of soup, nostalgic TV marathons are a cherished hallmark of fall. In Panera’s new digital campaign, actors Jared Padalecki and Matt Czuchry reunite to highlight the personalities of Panera’s iconic soup lineup - each variety reflecting the traits of a different kind of “favorite.” Fireside Chili is the dependable classic, Autumn Squash Soup the sophisticated choice, and Black Bean Soup the brooding favorite making a long-awaited comeback after seven years. Together, these flavors anchor the Fall for Your Favorites Meal, proving that nothing pairs better with cozy traditions than the return of a true fan favorite.",2025-09-24T13:26:41Z,162955,164,66.0,Panera Bread,"The 'Fall For Your Favorites' Meal ft. actors Jared Padalecki and Matt Czuchry Much like a warm bowl of soup, nostalgic TV marathons are a cherished hallmark of fall. In Panera’s new digital campaign, actors Jared Padalecki and Matt Czuchry reunite to highlight the personalities of Panera’s iconic soup lineup - each variety reflecting the traits of a different kind of “favorite.” Fireside Chili is the dependable classic, Autumn Squash Soup the sophisticated choice, and Black Bean Soup the brooding favorite making a long-awaited comeback after seven years. Together, these flavors anchor the Fall for Your Favorites Meal, proving that nothing pairs better with cozy traditions than the return of a true fan favorite.",https://www.youtube.com/watch?v=EP4cF5IBuFM
DcBmEiEaO4M,"""Chris Picks Two” with Panera’s You Pick Two® ft Chris Briney",Sometimes you don’t have to choose between two things you really care about. Chris Briney enjoys the Green Goddess Chicken Cobb Salad and Chipotle Chicken Avo Melt named “The Never Have to Make An Agonizing Decision Again” Meal. You Pick Two® at Panera.,2025-08-07T16:00:21Z,33262,38,61.0,Panera Bread,"""Chris Picks Two” with Panera’s You Pick Two® ft Chris Briney Sometimes you don’t have to choose between two things you really care about. Chris Briney enjoys the Green Goddess Chicken Cobb Salad and Chipotle Chicken Avo Melt named “The Never Have to Make An Agonizing Decision Again” Meal. You Pick Two® at Panera.",https://www.youtube.com/watch?v=DcBmEiEaO4M
0Segko57vJQ,It Just Meals Good™ | Launch,You have so many good meals ahead of you.,2025-04-10T13:18:40Z,1596122,13,61.0,Panera Bread,It Just Meals Good™ | Launch You have so many good meals ahead of you.,https://www.youtube.com/watch?v=0Segko57vJQ
VQ9rhwH6Lak,quarter zip dude spotted in the wild 👀,,2026-03-11T16:00:01Z,5682,10,8.0,Jack in the Box,quarter zip dude spotted in the wild 👀 ,https://www.youtube.com/watch?v=VQ9rhwH6Lak
uU1WzwzG6Ww,"they say when you love someone, you love to the point of invention. so I made the Hot Mess Burger.",,2026-02-16T17:00:01Z,6256,30,30.0,Jack in the Box,"they say when you love someone, you love to the point of invention. so I made the Hot Mess Burger. ",https://www.youtube.com/watch?v=uU1WzwzG6Ww
ohK6GCDPvgk,Hot Mess Munchie Meal | Love Hurts | Jack in the Box,"Is the band getting back together? No…but the HOT MESS BURGER IS BACK for my 75th anniversary. Let the Hot Mess Munchie Meal spice up your life and the limited edition Meat Riot antenna ball spice up your ride.

Find your nearest location: https://www.jackinthebox.com/locations/ 

Join the Jack Pack and get 20% off your first order: https://www.jackinthebox.com/account/signup
Order for Pick-Up: https://www.jackinthebox.com/location?type=carryout
Order Delivery near you: https://www.jackinthebox.com/location?type=delivery
Download the Jack in the Box Mobile App: https://jackinthebox.onelink.me/z88y/mphd6tvn
Get Jack in the Box Offers: https://www.jackinthebox.com/rewards
Follow Jack in the Box on TikTok: https://www.tiktok.com/@jackinthebox
Follow Jack in the Box on Instagram: https://www.instagram.com/jackinthebox/
Follow Jack in the Box on X: https://twitter.com/jackbox
Follow Jack in the Box on Threads: https://www.threads.net/@jackinthebox
Like Jack in the Box on Facebook: https://www.facebook.com/jackinthebox/
Visit the Jack in the Box Website: https://www.jackinthebox.com/ 
Visit the Jack in the Box Website: https://www.jackinthebox.com/",2026-02-16T12:07:46Z,466089,38,61.0,Jack in the Box,"Hot Mess Munchie Meal | Love Hurts | Jack in the Box Is the band getting back together? No…but the HOT MESS BURGER IS BACK for my 75th anniversary. Let the Hot Mess Munchie Meal spice up your life and the limited edition Meat Riot antenna ball spice up your ride.

Find your nearest location: https://www.jackinthebox.com/locations/ 

Join the Jack Pack and get 20% off your first order: https://www.jackinthebox.com/account/signup
Order for Pick-Up: https://www.jackinthebox.com/location?type=carryout
Order Delivery near you: https://www.jackinthebox.com/location?type=delivery
Download the Jack in the Box Mobile App: https://jackinthebox.onelink.me/z88y/mphd6tvn
Get Jack in the Box Offers: https://www.jackinthebox.com/rewards
Follow Jack in the Box on TikTok: https://www.tiktok.com/@jackinthebox
Follow Jack in the Box on Instagram: https://www.instagram.com/jackinthebox/
Follow Jack in the Box on X: https://twitter.com/jackbox
Follow Jack in the Box on Threads: https://www.threads.net/@jackinthebox
Like Jack in the Box on Facebook: https://www.facebook.com/jackinthebox/
Visit the Jack in the Box Website: https://www.jackinthebox.com/ 
Visit the Jack in the Box Website: https://www.jackinthebox.com/",https://www.youtube.com/watch?v=ohK6GCDPvgk
xLLqgvFIfBo,ready for un show INoLVIDABLE 🎶 🐰,,2026-02-08T17:01:20Z,5018,36,11.0,Jack in the Box,ready for un show INoLVIDABLE 🎶 🐰 ,https://www.youtube.com/watch?v=xLLqgvFIfBo
P27pyzfhIzM,Pint-Sized Heroes: Brayden,"Meet Brayden, a Pint-Sized Hero from California. When Brayden realized some of his schoolmates may miss meals because of school closures, he started collecting thousands of dollars in donated groceries and gift cards to supplement the missed meals. In honor of his hard work, we’re donating $5,000 to Albert Einstein Academics Covid-19 Relief Efforts.

Know any Pint-Sized Heroes in your community? Visit pintsizedheroes.com to let us know about any young people who are making a big difference, and we might just feature their story.",2020-07-07T15:28:24Z,3946,10,58.0,Baskin-Robbins,"Pint-Sized Heroes: Brayden Meet Brayden, a Pint-Sized Hero from California. When Brayden realized some of his schoolmates may miss meals because of school closures, he started collecting thousands of dollars in donated groceries and gift cards to supplement the missed meals. In honor of his hard work, we’re donating $5,000 to Albert Einstein Academics Covid-19 Relief Efforts.

Know any Pint-Sized Heroes in your community? Visit pintsizedheroes.com to let us know about any young people who are making a big difference, and we might just feature their story.",https://www.youtube.com/watch?v=P27pyzfhIzM
ED0-xqCVjJs,‘Another Failed Heist’ starring Matt Damon & Casey Affleck,"Grab Dunkin’ and watch #TheInstigators #AppleTV

Matt Damon and Casey Affleck star in The Instigators, now streaming on Apple TV+ https://apple.co/_TheInstigators

Rory (Matt Damon) and Cobby (Casey Affleck) are reluctant partners: a desperate father and an ex-con thrown together to rob a corrupt politician's ill-gained earnings. But when the heist goes wrong, the two find themselves engulfed in a whirlwind of chaos, pursued not only by police but also by backward bureaucrats and vengeful crime bosses. Completely out of their depth, they convince Rory’s therapist (Hong Chau) to join their riotous getaway through the city, where they must put aside their differences and work together to evade capture — or worse. Directed by Doug Liman and written by Chuck MacLean and Affleck, “The Instigators” also stars Michael Stuhlbarg, Paul Walter Hauser, Ving Rhames, Alfred Molina and Toby Jones, with Jack Harlow and Ron Perlman.",2024-08-15T16:00:16Z,1176192,347,48.0,Dunkin,"‘Another Failed Heist’ starring Matt Damon & Casey Affleck Grab Dunkin’ and watch #TheInstigators #AppleTV

Matt Damon and Casey Affleck star in The Instigators, now streaming on Apple TV+ https://apple.co/_TheInstigators

Rory (Matt Damon) and Cobby (Casey Affleck) are reluctant partners: a desperate father and an ex-con thrown together to rob a corrupt politician's ill-gained earnings. But when the heist goes wrong, the two find themselves engulfed in a whirlwind of chaos, pursued not only by police but also by backward bureaucrats and vengeful crime bosses. Completely out of their depth, they convince Rory’s therapist (Hong Chau) to join their riotous getaway through the city, where they must put aside their differences and work together to evade capture — or worse. Directed by Doug Liman and written by Chuck MacLean and Affleck, “The Instigators” also stars Michael Stuhlbarg, Paul Walter Hauser, Ving Rhames, Alfred Molina and Toby Jones, with Jack Harlow and Ron Perlman.",https://www.youtube.com/watch?v=ED0-xqCVjJs
lTuEvdrj8_Q,"THE DUNKIN’ ICED COFFEE TABLE, made by kamberlandcreations",,2024-03-08T18:31:58Z,27107,29,23.0,Dunkin,"THE DUNKIN’ ICED COFFEE TABLE, made by kamberlandcreations ",https://www.youtube.com/watch?v=lTuEvdrj8_Q
oHNCuioAA98,ordering ahead on the Dunkin’ app like a pro 💪🫡,,2024-01-11T00:19:44Z,12151,8,6.0,Dunkin,ordering ahead on the Dunkin’ app like a pro 💪🫡 ,https://www.youtube.com/watch?v=oHNCuioAA98
1QcH09kwtGc,Krispy Kreme - making the Original Glazed,"Made Fresh. Delivered Fresh.

Watch our delicious Original glazed doughnuts being made... then order your favourite Krispy Kreme doughnuts and have them delivered straight to your door.",2015-05-26T01:46:18Z,571869,217,15.0,Krispy Kreme,"Krispy Kreme - making the Original Glazed Made Fresh. Delivered Fresh.

Watch our delicious Original glazed doughnuts being made... then order your favourite Krispy Kreme doughnuts and have them delivered straight to your door.",https://www.youtube.com/watch?v=1QcH09kwtGc
yKBa5K-Cbeg,Trading in my white noise for teal noise 🙌 #MountainDew #whitenoise,"Subscribe to Mountain Dew on YouTube for fun clips, news updates, events coverage and more! https://bit.ly/40Q4Zrq 

Connect with MountainDew on social:

✅ http://www.instagram.com/mountaindew​

✅ https://www.twitter.com/MountainDew​

✅ https://www.facebook.com/MountainDew​",2026-02-17T17:45:54Z,101301,116,8.0,Mountain Dew,"Trading in my white noise for teal noise 🙌 #MountainDew #whitenoise Subscribe to Mountain Dew on YouTube for fun clips, news updates, events coverage and more! https://bit.ly/40Q4Zrq 

Connect with MountainDew on social:

✅ http://www.instagram.com/mountaindew​

✅ https://www.twitter.com/MountainDew​

✅ https://www.facebook.com/MountainDew​",https://www.youtube.com/watch?v=yKBa5K-Cbeg
JUUxRLxL9_g,One day everyone will be wearing their head to toe Baja Blast outfit on the daily,"Subscribe to Mountain Dew on YouTube for fun clips, news updates, events coverage and more! https://bit.ly/40Q4Zrq 

Connect with MountainDew on social:

✅ http://www.instagram.com/mountaindew​

✅ https://www.twitter.com/MountainDew​

✅ https://www.facebook.com/MountainDew​",2026-01-26T20:57:59Z,11311,39,17.0,Mountain Dew,"One day everyone will be wearing their head to toe Baja Blast outfit on the daily Subscribe to Mountain Dew on YouTube for fun clips, news updates, events coverage and more! https://bit.ly/40Q4Zrq 

Connect with MountainDew on social:

✅ http://www.instagram.com/mountaindew​

✅ https://www.twitter.com/MountainDew​

✅ https://www.facebook.com/MountainDew​",https://www.youtube.com/watch?v=JUUxRLxL9_g
KmdcdPNj5Jc,SOMEONE had to say it.,"Subscribe to Mountain Dew on YouTube for fun clips, news updates, events coverage and more! https://bit.ly/40Q4Zrq 

Connect with MountainDew on social:

✅ http://www.instagram.com/mountaindew​

✅ https://www.twitter.com/MountainDew​

✅ https://www.facebook.com/MountainDew​",2026-01-17T17:37:00Z,17571,34,9.0,Mountain Dew,"SOMEONE had to say it. Subscribe to Mountain Dew on YouTube for fun clips, news updates, events coverage and more! https://bit.ly/40Q4Zrq 

Connect with MountainDew on social:

✅ http://www.instagram.com/mountaindew​

✅ https://www.twitter.com/MountainDew​

✅ https://www.facebook.com/MountainDew​",https://www.youtube.com/watch?v=KmdcdPNj5Jc
VTKvlsixnL8,Lamine Yamal - Behind The Challenge | POWERADE | #pauseispower,"Each shot has a story. Go behind the challenge with Lamine and witness what it really took to make the #PoweradeCrossbarChallenge epic. 

#PauseIsPower #Powerade",2025-05-22T17:45:01Z,53129,14,26.0,Powerade,"Lamine Yamal - Behind The Challenge | POWERADE | #pauseispower Each shot has a story. Go behind the challenge with Lamine and witness what it really took to make the #PoweradeCrossbarChallenge epic. 

#PauseIsPower #Powerade",https://www.youtube.com/watch?v=VTKvlsixnL8
cmvfaULA-Vw,Lamine Yamal - Crossbar Challenge | POWERADE | #pauseispower,"How many tries do you think this took?! Try to beat Lamine by posting yours on Instagram or TikTok using #PoweradeCrossbarChallenge

#PauseIsPower #Powerade",2025-05-22T16:42:40Z,42047,9,16.0,Powerade,"Lamine Yamal - Crossbar Challenge | POWERADE | #pauseispower How many tries do you think this took?! Try to beat Lamine by posting yours on Instagram or TikTok using #PoweradeCrossbarChallenge

#PauseIsPower #Powerade",https://www.youtube.com/watch?v=cmvfaULA-Vw
VrZalP1eBPQ,The 304 | POWERADE | Lamine Yamal,"Where does Lamine Yamal go to find his power? Back to Rocafonda. To the 304. Home. 

Follow POWERADE to learn more: 
https://www.instagram.com/powerade
https://www.tiktok.com/@powerade 

#PauseIsPower #Powerade",2025-04-23T22:15:32Z,23816,16,30.0,Powerade,"The 304 | POWERADE | Lamine Yamal Where does Lamine Yamal go to find his power? Back to Rocafonda. To the 304. Home. 

Follow POWERADE to learn more: 
https://www.instagram.com/powerade
https://www.tiktok.com/@powerade 

#PauseIsPower #Powerade",https://www.youtube.com/watch?v=VrZalP1eBPQ
7eXdzd5cI7s,"Powerade ION4 Surprise Sweat Session, South Africa","Powerade South Africa launched ION4 in an unforgettable way – by surprising the Wanderers Rugby Clubs u19 team with a sweat session, hosted at an iconic South African venue with international and Super Rugby stars",2015-07-06T09:40:37Z,14797,9,189.0,Powerade,"Powerade ION4 Surprise Sweat Session, South Africa Powerade South Africa launched ION4 in an unforgettable way – by surprising the Wanderers Rugby Clubs u19 team with a sweat session, hosted at an iconic South African venue with international and Super Rugby stars",https://www.youtube.com/watch?v=7eXdzd5cI7s
ICuFZMPuwsc,"Minute Maid Pulpy Mosambi - Grown in India, Made for India","New Minute Maid Pulpy Mosambi! Made from the best quality handpicked Mosambi, to make you feel the pulp in every gulp!",2017-08-23T09:19:52Z,7659095,448,20.0,Minute Maid,"Minute Maid Pulpy Mosambi - Grown in India, Made for India New Minute Maid Pulpy Mosambi! Made from the best quality handpicked Mosambi, to make you feel the pulp in every gulp!",https://www.youtube.com/watch?v=ICuFZMPuwsc
8GF1o_h6PXc,"Band Romance by DJs Gino, Chico and Delamar - Minute Maid Pulpy's Improv Your Day","On their morning show on Monster Radio, they make a great team. Now what if they take turns making up a story, one word at a time? 

And if you want more funny videos to brighten your day, go to the Minute Maid Improv Your Day FB App (http://bit.ly/ImprovYD). And for other things to LOL at, ""Like"" the Minute Maid fan page (http://www.facebook.com/MinuteMaid).",2012-10-11T09:05:47Z,27027,14,120.0,Minute Maid,"Band Romance by DJs Gino, Chico and Delamar - Minute Maid Pulpy's Improv Your Day On their morning show on Monster Radio, they make a great team. Now what if they take turns making up a story, one word at a time? 

And if you want more funny videos to brighten your day, go to the Minute Maid Improv Your Day FB App (http://bit.ly/ImprovYD). And for other things to LOL at, ""Like"" the Minute Maid fan page (http://www.facebook.com/MinuteMaid).",https://www.youtube.com/watch?v=8GF1o_h6PXc
hK5JeqjcqGo,M&M'S - Refill,Trick or treat ready with M&M'S. M&M'S & Halloween. It's More Fun Together.,2025-10-01T18:50:38Z,53721,16,16.0,M&M,M&M'S - Refill Trick or treat ready with M&M'S. M&M'S & Halloween. It's More Fun Together.,https://www.youtube.com/watch?v=hK5JeqjcqGo
GYiQyWat5Wc,M&M’S HALLOWEEN RECIPE CHOCOLATE PUMPKIN MUMMY HAND PIES,These adorable mummy hand pies with Limited Edition Pumpkin Pie M&M’S are prepared with refrigerator rolled pastry for a simple homemade treat with sweet crowd-pleasing flavors.,2024-09-17T14:18:44Z,118796,15,55.0,M&M,M&M’S HALLOWEEN RECIPE CHOCOLATE PUMPKIN MUMMY HAND PIES These adorable mummy hand pies with Limited Edition Pumpkin Pie M&M’S are prepared with refrigerator rolled pastry for a simple homemade treat with sweet crowd-pleasing flavors.,https://www.youtube.com/watch?v=GYiQyWat5Wc
jzkUgIZi4YQ,"M&M'S Peanut Butter | ""Mini Hug – Red Tube Version "" Spanish 6s",Tan ricos como un abrazo apretadito. Claro que hablamos de los M&M’S Peanut Butter Minis.,2024-07-08T19:49:24Z,308529,30,7.0,M&M,"M&M'S Peanut Butter | ""Mini Hug – Red Tube Version "" Spanish 6s Tan ricos como un abrazo apretadito. Claro que hablamos de los M&M’S Peanut Butter Minis.",https://www.youtube.com/watch?v=jzkUgIZi4YQ
XySRTdVnquw,"M&M'S Peanut Butter | ""Confetti – Red Tube Version "" Spanish 6s",¿Peanut Butter y M&M’S? Una explosión de sabores en tu boca... asegurada.,2024-07-08T19:48:49Z,225792,11,7.0,M&M,"M&M'S Peanut Butter | ""Confetti – Red Tube Version "" Spanish 6s ¿Peanut Butter y M&M’S? Una explosión de sabores en tu boca... asegurada.",https://www.youtube.com/watch?v=XySRTdVnquw
_yw6vdLDhIo,"M&M'S Peanut Butter | ""Grande"" Spanish 6s","En el mundo de M&M’S, los Peanut Butter Mega son la definición de grandeza en sabor. Prepárate para quedar asombrado.",2024-07-08T19:42:42Z,415309,34,7.0,M&M,"M&M'S Peanut Butter | ""Grande"" Spanish 6s En el mundo de M&M’S, los Peanut Butter Mega son la definición de grandeza en sabor. Prepárate para quedar asombrado.",https://www.youtube.com/watch?v=_yw6vdLDhIo
mgsZgbjd0AM,"M&M'S Peanut Butter | ""Me Gusta"" Spanish 6s","Acostúmbrate a decir Me Gusta, cada que disfrutes los M&M’S Peanut Butter Mega.",2024-07-08T19:41:58Z,304015,15,7.0,M&M,"M&M'S Peanut Butter | ""Me Gusta"" Spanish 6s Acostúmbrate a decir Me Gusta, cada que disfrutes los M&M’S Peanut Butter Mega.",https://www.youtube.com/watch?v=mgsZgbjd0AM
xWeBpDiGIhk,M&M’S Vanilla Ice Cream Sandwich Tower with Toasted Marshmallow,"Perfect for celebrations big and small, this dessert tower is easy and fast to assemble and will wow any crowd!

Prep Time: 15 minutes
Cook Time: 5 minutes
Total Time: 20 minutes 
Serves: 16

Ingredients

1/4 cup Milk Chocolate M&M’S Minis
10 M&M’S Vanilla Ice Cream Cookie Sandwiches 
3/4 cup marshmallow spread
1 sparkler (optional)

Blowtorch

Instructions

1. Transfer Milk Chocolate M&M’S Minis to shallow bowl. Roll edges of M&M’S Vanilla Ice Cream Cookie Sandwiches in M&M’S Minis. Freeze until ready to use.
2. Transfer marshmallow spread to piping bag fitted with large plain tip.
3. Working quickly, arrange 4 ice cream sandwiches side by side on a long platter. Pipe a layer of marshmallow spread. Using blowtorch, toast marshmallow spread.
4. Create a second layer on top using 3 ice cream sandwiches, followed by a layer of marshmallow spread; toast with blowtorch.
5. Create a third layer on top using 2 ice cream sandwiches, followed by a layer of marshmallow spread; toast with blowtorch.
6. Arrange remaining ice cream sandwich on top. Pipe remaining marshmallow spread on top and toast with blowtorch. 
7. Garnish with sparkler if desired; serve immediately.


Tip: Work quickly and keep the flame moving to avoid burning. 





Nutrition Facts 
Per 1 serving (1/16 of recipe)
Calories 190
Fat 7g
Saturated Fat 3.5g
Cholesterol 10mg
Sodium 100mg
Carbohydrate 29g
Fiber 0g
Sugars 20g
Protein 2g",2024-04-01T19:50:05Z,81449,16,29.0,M&M,"M&M’S Vanilla Ice Cream Sandwich Tower with Toasted Marshmallow Perfect for celebrations big and small, this dessert tower is easy and fast to assemble and will wow any crowd!

Prep Time: 15 minutes
Cook Time: 5 minutes
Total Time: 20 minutes 
Serves: 16

Ingredients

1/4 cup Milk Chocolate M&M’S Minis
10 M&M’S Vanilla Ice Cream Cookie Sandwiches 
3/4 cup marshmallow spread
1 sparkler (optional)

Blowtorch

Instructions

1. Transfer Milk Chocolate M&M’S Minis to shallow bowl. Roll edges of M&M’S Vanilla Ice Cream Cookie Sandwiches in M&M’S Minis. Freeze until ready to use.
2. Transfer marshmallow spread to piping bag fitted with large plain tip.
3. Working quickly, arrange 4 ice cream sandwiches side by side on a long platter. Pipe a layer of marshmallow spread. Using blowtorch, toast marshmallow spread.
4. Create a second layer on top using 3 ice cream sandwiches, followed by a layer of marshmallow spread; toast with blowtorch.
5. Create a third layer on top using 2 ice cream sandwiches, followed by a layer of marshmallow spread; toast with blowtorch.
6. Arrange remaining ice cream sandwich on top. Pipe remaining marshmallow spread on top and toast with blowtorch. 
7. Garnish with sparkler if desired; serve immediately.


Tip: Work quickly and keep the flame moving to avoid burning. 





Nutrition Facts 
Per 1 serving (1/16 of recipe)
Calories 190
Fat 7g
Saturated Fat 3.5g
Cholesterol 10mg
Sodium 100mg
Carbohydrate 29g
Fiber 0g
Sugars 20g
Protein 2g",https://www.youtube.com/watch?v=xWeBpDiGIhk
goWazffo4rg,Deliver The Rainbow,Enter to get our Big Game spot and Elijah Wood delivered to your house.,2026-01-14T19:46:57Z,72084,40,68.0,Skittles,Deliver The Rainbow Enter to get our Big Game spot and Elijah Wood delivered to your house.,https://www.youtube.com/watch?v=goWazffo4rg
OX_ZBoLhG5g,SKITTLES Pride packs have arrived!,"We partnered with six talented artists within the LGBTQ+ community to create pack designs showing how they see the rainbow. Explore the art, and their stories, at pride.skittles.com. For every Pride pack purchased, $1 will go directly to GLAAD (T&C: https://bit.ly/SKITTLESGLAAD)",2022-05-18T17:52:39Z,8304,118,6.0,Skittles,"SKITTLES Pride packs have arrived! We partnered with six talented artists within the LGBTQ+ community to create pack designs showing how they see the rainbow. Explore the art, and their stories, at pride.skittles.com. For every Pride pack purchased, $1 will go directly to GLAAD (T&C: https://bit.ly/SKITTLESGLAAD)",https://www.youtube.com/watch?v=OX_ZBoLhG5g
SvHpUHqSmQc,Meet the artists behind SKITTLES Pride packs!,We partnered with GLAAD and six talented LGBTQ+ artists to create five unique Pride pack designs showing how they see the rainbow. Explore their work and stories at pride.skittles.com.,2022-05-18T17:51:33Z,2707,14,6.0,Skittles,Meet the artists behind SKITTLES Pride packs! We partnered with GLAAD and six talented LGBTQ+ artists to create five unique Pride pack designs showing how they see the rainbow. Explore their work and stories at pride.skittles.com.,https://www.youtube.com/watch?v=SvHpUHqSmQc
zM1y_dwzDSk,Skittles Gummies: Workout 15’,"If you’re ready for a new life, try Skittles Gummies and start your journey today. Available at a retailer near you. #squishtherainbow #tastetherainbow",2021-05-18T19:22:16Z,1102748,304,16.0,Skittles,"Skittles Gummies: Workout 15’ If you’re ready for a new life, try Skittles Gummies and start your journey today. Available at a retailer near you. #squishtherainbow #tastetherainbow",https://www.youtube.com/watch?v=zM1y_dwzDSk
N3FxltJdX_w,#ad Making REESE'S Game Day Nachos w/ @mythicalkitchen,#ad Making REESE'S Game Day Nachos w/@mythicalkitchen,2024-04-05T21:01:44Z,27354,68,30.0,Reese,#ad Making REESE'S Game Day Nachos w/ @mythicalkitchen #ad Making REESE'S Game Day Nachos w/@mythicalkitchen,https://www.youtube.com/watch?v=N3FxltJdX_w
